CUSIP,Security Type,Security Term,Auction Date
912796A66,Bill,8-Week,2020-11-12
912796C23,CMB,105-Day,2020-11-12
912796D97,CMB,154-Day,2020-11-12
912810SS8,Bond,30-Year,2020-11-12
91282CAV3,Note,10-Year,2020-11-10
91282CAW1,Note,3-Year,2020-11-09
9127963L1,CMB,42-Day,2020-11-09
9127964C0,Bill,13-Week,2020-11-09
9127964M8,CMB,119-Day,2020-11-09
912796A25,Bill,26-Week,2020-11-09
9127965B1,Bill,4-Week,2020-11-05
912796A58,Bill,8-Week,2020-11-05
912796B99,CMB,105-Day,2020-11-04
912796D89,CMB,154-Day,2020-11-04
9127963K3,CMB,42-Day,2020-11-03
9127964F3,CMB,119-Day,2020-11-03
9127964W6,Bill,52-Week,2020-11-03
9127963W7,Bill,13-Week,2020-11-02
9127965A3,Bill,26-Week,2020-11-02
9127964U0,Bill,4-Week,2020-10-29
9127965F2,Bill,8-Week,2020-10-29
91282CAU5,Note,7-Year,2020-10-29
912796B81,CMB,105-Day,2020-10-28
912796D71,CMB,154-Day,2020-10-28
91282CAS0,FRN Note,2-Year,2020-10-28
91282CAT8,Note,5-Year,2020-10-28
91282CAR2,Note,2-Year,2020-10-27
9127963J6,CMB,42-Day,2020-10-27
912796XE4,CMB,119-Day,2020-10-27
912796UC1,Bill,13-Week,2020-10-26
9127964Z9,Bill,26-Week,2020-10-26
91282CAQ4,TIPS Note,5-Year,2020-10-22
9127964T3,Bill,4-Week,2020-10-22
9127965D7,Bill,8-Week,2020-10-22
912810SQ2,Bond,19-Year 10-Month,2020-10-21
912796B73,CMB,105-Day,2020-10-21
912796D22,CMB,154-Day,2020-10-21
912796TU3,CMB,42-Day,2020-10-20
9127964D8,CMB,119-Day,2020-10-20
9127963V9,Bill,13-Week,2020-10-19
9127962Q1,Bill,26-Week,2020-10-19
9127964S5,Bill,4-Week,2020-10-15
9127965C9,Bill,8-Week,2020-10-15
912796B65,CMB,105-Day,2020-10-14
912796C98,CMB,154-Day,2020-10-14
9127963B3,CMB,43-Day,2020-10-13
9127963U1,Bill,13-Week,2020-10-13
9127964C0,CMB,119-Day,2020-10-13
9127964Y2,Bill,26-Week,2020-10-13
912810SP4,Bond,29-Year 10-Month,2020-10-08
9127964R7,Bill,4-Week,2020-10-08
9127965B1,Bill,8-Week,2020-10-08
91282CAE1,Note,9-Year 10-Month,2020-10-07
912796A82,CMB,105-Day,2020-10-07
912796C80,CMB,154-Day,2020-10-07
91282CAP6,Note,3-Year,2020-10-06
9127963A5,CMB,42-Day,2020-10-06
9127963W7,CMB,119-Day,2020-10-06
9127964V8,Bill,52-Week,2020-10-06
9127963T4,Bill,13-Week,2020-10-05
9127964X4,Bill,26-Week,2020-10-05
9127964Q9,Bill,4-Week,2020-10-01
9127964U0,Bill,8-Week,2020-10-01
912796A74,CMB,105-Day,2020-09-30
912796C72,CMB,154-Day,2020-09-30
9127962Z1,CMB,42-Day,2020-09-29
912796UC1,CMB,119-Day,2020-09-29
912796TY5,Bill,13-Week,2020-09-28
9127964P1,Bill,26-Week,2020-09-28
91282CAL5,Note,7-Year,2020-09-24
9127964K2,Bill,4-Week,2020-09-24
9127964T3,Bill,8-Week,2020-09-24
91282CAM3,Note,5-Year,2020-09-23
912796A66,CMB,105-Day,2020-09-23
912796C23,CMB,154-Day,2020-09-23
91282CAA9,FRN Note,1-Year 10-Month,2020-09-23
91282CAN1,Note,2-Year,2020-09-22
912796TP4,CMB,42-Day,2020-09-22
9127963V9,CMB,119-Day,2020-09-22
9127963L1,Bill,13-Week,2020-09-21
9127962F5,Bill,26-Week,2020-09-21
912828ZZ6,TIPS Note,9-Year 10-Month,2020-09-17
9127964J5,Bill,4-Week,2020-09-17
9127964S5,Bill,8-Week,2020-09-17
912796A58,CMB,105-Day,2020-09-16
912796B99,CMB,154-Day,2020-09-16
912810SQ2,Bond,19-Year 11-Month,2020-09-15
9127962T5,CMB,42-Day,2020-09-15
9127963U1,CMB,119-Day,2020-09-15
9127963K3,Bill,13-Week,2020-09-14
9127964N6,Bill,26-Week,2020-09-14
9127964H9,Bill,4-Week,2020-09-10
9127964R7,Bill,8-Week,2020-09-10
912810SP4,Bond,29-Year 11-Month,2020-09-10
9127965F2,CMB,105-Day,2020-09-09
912796B81,CMB,154-Day,2020-09-09
91282CAE1,Note,9-Year 11-Month,2020-09-09
91282CAK7,Note,3-Year,2020-09-08
9127962S7,CMB,42-Day,2020-09-08
9127963J6,Bill,13-Week,2020-09-08
9127963T4,CMB,119-Day,2020-09-08
9127964M8,Bill,26-Week,2020-09-08
9127964L0,Bill,52-Week,2020-09-08
9127964G1,Bill,4-Week,2020-09-03
9127964Q9,Bill,8-Week,2020-09-03
9127965D7,CMB,105-Day,2020-09-02
912796B73,CMB,154-Day,2020-09-02
9127962R9,CMB,42-Day,2020-09-01
912796TY5,CMB,119-Day,2020-09-01
912796TU3,Bill,13-Week,2020-08-31
9127964F3,Bill,26-Week,2020-08-31
9127964A4,Bill,4-Week,2020-08-27
9127964K2,Bill,8-Week,2020-08-27
91282CAH4,Note,7-Year,2020-08-27
9127965C9,CMB,105-Day,2020-08-26
912796B65,CMB,154-Day,2020-08-26
91282CAJ0,Note,5-Year,2020-08-26
91282CAA9,FRN Note,1-Year 11-Month,2020-08-26
91282CAG6,Note,2-Year,2020-08-25
912796TN9,CMB,42-Day,2020-08-25
9127963L1,CMB,119-Day,2020-08-25
9127963B3,Bill,13-Week,2020-08-24
912796XE4,Bill,26-Week,2020-08-24
912810SM1,TIPS Bond,29-Year 6-Month,2020-08-20
9127963Z0,Bill,4-Week,2020-08-20
9127964J5,Bill,8-Week,2020-08-20
912810SQ2,Bond,20-Year,2020-08-19
9127965B1,CMB,105-Day,2020-08-19
912796A82,CMB,154-Day,2020-08-19
9127962J7,CMB,42-Day,2020-08-18
9127963K3,CMB,119-Day,2020-08-18
9127963A5,Bill,13-Week,2020-08-17
9127964D8,Bill,26-Week,2020-08-17
9127963Y3,Bill,4-Week,2020-08-13
9127964H9,Bill,8-Week,2020-08-13
912810SP4,Bond,30-Year,2020-08-13
9127964U0,CMB,105-Day,2020-08-12
912796A74,CMB,154-Day,2020-08-12
91282CAE1,Note,10-Year,2020-08-12
91282CAF8,Note,3-Year,2020-08-11
9127962H1,CMB,42-Day,2020-08-11
9127963J6,CMB,119-Day,2020-08-11
9127964B2,Bill,52-Week,2020-08-11
9127962Z1,Bill,13-Week,2020-08-10
9127964C0,Bill,26-Week,2020-08-10
9127963X5,Bill,4-Week,2020-08-06
9127964G1,Bill,8-Week,2020-08-06
9127964T3,CMB,105-Day,2020-08-05
912796A66,CMB,154-Day,2020-08-05
9127962G3,CMB,42-Day,2020-08-04
912796TU3,CMB,119-Day,2020-08-04
912796TP4,Bill,13-Week,2020-08-03
9127963W7,Bill,26-Week,2020-08-03
9127963R8,Bill,4-Week,2020-07-30
9127964A4,Bill,8-Week,2020-07-30
9127964S5,CMB,105-Day,2020-07-29
912796A58,CMB,154-Day,2020-07-29
91282CAA9,FRN Note,2-Year,2020-07-28
91282CAD3,Note,7-Year,2020-07-28
912796TJ8,CMB,42-Day,2020-07-28
9127963B3,CMB,120-Day,2020-07-28
91282CAC5,Note,2-Year,2020-07-27
91282CAB7,Note,5-Year,2020-07-27
9127962T5,Bill,13-Week,2020-07-27
912796UC1,Bill,26-Week,2020-07-27
912828ZZ6,TIPS Note,10-Year,2020-07-23
9127963Q0,Bill,4-Week,2020-07-23
9127963Z0,Bill,8-Week,2020-07-23
912810SR0,Bond,19-Year 10-Month,2020-07-22
9127964R7,CMB,105-Day,2020-07-22
9127965F2,CMB,154-Day,2020-07-22
912796XH7,CMB,42-Day,2020-07-21
9127963A5,CMB,119-Day,2020-07-21
9127962Q1,CMB,273-Day,2020-07-21
9127962S7,Bill,13-Week,2020-07-20
9127963V9,Bill,26-Week,2020-07-20
9127963P2,Bill,4-Week,2020-07-16
9127963Y3,Bill,8-Week,2020-07-16
9127964Q9,CMB,105-Day,2020-07-15
9127965D7,CMB,154-Day,2020-07-15
912796XG9,CMB,42-Day,2020-07-14
9127962Z1,CMB,119-Day,2020-07-14
9127963S6,Bill,52-Week,2020-07-14
9127962R9,Bill,13-Week,2020-07-13
9127963U1,Bill,26-Week,2020-07-13
912828ZJ2,TIPS Note,4-Year 10-Month,2020-07-10
912810SN9,Bond,29-Year 10-Month,2020-07-09
9127963N7,Bill,4-Week,2020-07-09
9127963X5,Bill,8-Week,2020-07-09
912828ZQ6,Note,9-Year 10-Month,2020-07-08
9127964K2,CMB,105-Day,2020-07-08
9127965C9,CMB,154-Day,2020-07-08
912828ZY9,Note,3-Year,2020-07-07
912796XF1,CMB,42-Day,2020-07-07
912796TP4,CMB,119-Day,2020-07-07
912796TN9,Bill,13-Week,2020-07-06
9127963T4,Bill,26-Week,2020-07-06
9127963M9,Bill,4-Week,2020-07-02
9127963R8,Bill,8-Week,2020-07-02
9127964J5,CMB,105-Day,2020-07-01
9127965B1,CMB,154-Day,2020-07-01
912796TD1,CMB,42-Day,2020-06-30
9127962T5,CMB,119-Day,2020-06-30
9127962J7,Bill,13-Week,2020-06-29
912796TY5,Bill,26-Week,2020-06-29
9127963G2,Bill,4-Week,2020-06-25
9127963Q0,Bill,8-Week,2020-06-25
912828ZV5,Note,7-Year,2020-06-25
9127964H9,CMB,105-Day,2020-06-24
9127964U0,CMB,154-Day,2020-06-24
912828ZW3,Note,5-Year,2020-06-24
912828ZK9,FRN Note,1-Year 10-Month,2020-06-24
912828ZX1,Note,2-Year,2020-06-23
912796WZ8,CMB,42-Day,2020-06-23
9127962S7,CMB,119-Day,2020-06-23
9127962F5,CMB,273-Day,2020-06-23
9127962H1,Bill,13-Week,2020-06-22
9127963L1,Bill,26-Week,2020-06-22
912828ZJ2,TIPS Note,4-Year 10-Month,2020-06-18
9127963F4,Bill,4-Week,2020-06-18
9127963P2,Bill,8-Week,2020-06-18
912810SR0,Bond,19-Year 11-Month,2020-06-17
9127964G1,CMB,105-Day,2020-06-17
9127964T3,CMB,154-Day,2020-06-17
912796WY1,CMB,42-Day,2020-06-16
9127962R9,CMB,119-Day,2020-06-16
9127963H0,Bill,52-Week,2020-06-16
9127962G3,Bill,13-Week,2020-06-15
9127963K3,Bill,26-Week,2020-06-15
9127963D9,Bill,4-Week,2020-06-11
9127963N7,Bill,8-Week,2020-06-11
912810SN9,Bond,29-Year 11-Month,2020-06-11
9127964A4,CMB,105-Day,2020-06-10
9127964S5,CMB,154-Day,2020-06-10
912828ZQ6,Note,9-Year 11-Month,2020-06-09
912796WX3,CMB,42-Day,2020-06-09
912796TN9,CMB,119-Day,2020-06-09
912828ZU7,Note,3-Year,2020-06-08
912796TJ8,Bill,13-Week,2020-06-08
9127963J6,Bill,26-Week,2020-06-08
9127963C1,Bill,4-Week,2020-06-04
9127963M9,Bill,8-Week,2020-06-04
9127963Z0,CMB,105-Day,2020-06-03
9127964R7,CMB,154-Day,2020-06-03
912796SZ3,CMB,42-Day,2020-06-02
9127962J7,CMB,119-Day,2020-06-02
912796XH7,Bill,13-Week,2020-06-01
912796TU3,Bill,26-Week,2020-06-01
9127962X6,Bill,4-Week,2020-05-28
9127963G2,Bill,8-Week,2020-05-28
9127964Q9,CMB,154-Day,2020-05-28
912828ZS2,Note,7-Year,2020-05-28
9127963Y3,CMB,105-Day,2020-05-27
912828ZT0,Note,5-Year,2020-05-27
912828ZK9,FRN Note,1-Year 11-Month,2020-05-27
9127962H1,CMB,119-Day,2020-05-27
912796XE4,CMB,273-Day,2020-05-27
912828ZR4,Note,2-Year,2020-05-26
912796WW5,CMB,42-Day,2020-05-26
912796XG9,Bill,13-Week,2020-05-26
9127963B3,Bill,26-Week,2020-05-26
912828Z37,TIPS Note,9-Year 8-Month,2020-05-21
9127962W8,Bill,4-Week,2020-05-21
9127963F4,Bill,8-Week,2020-05-21
912810SR0,Bond,20-Year,2020-05-20
9127963X5,CMB,105-Day,2020-05-20
9127964K2,CMB,154-Day,2020-05-20
912796UB3,CMB,42-Day,2020-05-19
9127962G3,CMB,119-Day,2020-05-19
9127962Y4,Bill,52-Week,2020-05-19
912796XF1,Bill,13-Week,2020-05-18
9127963A5,Bill,26-Week,2020-05-18
9127962V0,Bill,4-Week,2020-05-14
9127963D9,Bill,8-Week,2020-05-14
9127963R8,CMB,105-Day,2020-05-13
9127964J5,CMB,154-Day,2020-05-13
912810SN9,Bond,30-Year,2020-05-13
912828ZQ6,Note,10-Year,2020-05-12
912796UA5,CMB,42-Day,2020-05-12
912796TJ8,CMB,119-Day,2020-05-12
912828ZP8,Note,3-Year,2020-05-11
912796TD1,Bill,13-Week,2020-05-11
9127962Z1,Bill,26-Week,2020-05-11
9127962U2,Bill,4-Week,2020-05-07
9127963C1,Bill,8-Week,2020-05-07
9127963Q0,CMB,105-Day,2020-05-07
9127964H9,CMB,154-Day,2020-05-06
912796SV2,CMB,42-Day,2020-05-05
912796XH7,CMB,119-Day,2020-05-05
912796WZ8,Bill,13-Week,2020-05-04
912796TP4,Bill,26-Week,2020-05-04
9127963P2,CMB,105-Day,2020-05-04
9127962P3,Bill,4-Week,2020-04-30
9127962X6,Bill,8-Week,2020-04-30
9127964G1,CMB,154-Day,2020-04-30
9127963N7,CMB,103-Day,2020-04-29
912796XG9,CMB,119-Day,2020-04-29
912796UC1,CMB,273-Day,2020-04-29
912828ZK9,FRN Note,2-Year,2020-04-28
912828ZN3,Note,7-Year,2020-04-28
912796TZ2,CMB,43-Day,2020-04-28
912796WY1,Bill,13-Week,2020-04-27
9127962T5,Bill,26-Week,2020-04-27
912828ZM5,Note,2-Year,2020-04-27
912828ZL7,Note,5-Year,2020-04-27
912828ZJ2,TIPS Note,5-Year,2020-04-23
9127962N8,Bill,4-Week,2020-04-23
9127962W8,Bill,8-Week,2020-04-23
9127964A4,CMB,154-Day,2020-04-22
9127963M9,CMB,103-Day,2020-04-22
912796XF1,CMB,119-Day,2020-04-21
9127962Q1,Bill,52-Week,2020-04-21
912796WX3,Bill,13-Week,2020-04-20
9127962S7,Bill,26-Week,2020-04-20
912796TX7,CMB,43-Day,2020-04-20
9127962M0,Bill,4-Week,2020-04-16
9127962V0,Bill,8-Week,2020-04-16
9127963Z0,CMB,154-Day,2020-04-15
9127963G2,CMB,103-Day,2020-04-15
912796TD1,CMB,119-Day,2020-04-14
912796TW9,CMB,43-Day,2020-04-14
912796SZ3,Bill,13-Week,2020-04-13
9127962R9,Bill,26-Week,2020-04-13
9127962W8,CMB,69-Day,2020-04-13
9127962L2,Bill,4-Week,2020-04-09
9127962U2,Bill,8-Week,2020-04-09
912810SL3,Bond,29-Year 10-Month,2020-04-08
9127963Y3,CMB,154-Day,2020-04-08
9127962M0,CMB,40-Day,2020-04-08
9127963F4,CMB,103-Day,2020-04-08
912828Z94,Note,9-Year 10-Month,2020-04-07
912796WZ8,CMB,119-Day,2020-04-07
9127962V0,CMB,69-Day,2020-04-07
912828ZH6,Note,3-Year,2020-04-06
912796WW5,Bill,13-Week,2020-04-06
912796TN9,Bill,26-Week,2020-04-06
912796SR1,CMB,43-Day,2020-04-06
9127962K4,Bill,4-Week,2020-04-02
9127962P3,Bill,8-Week,2020-04-02
9127963X5,CMB,154-Day,2020-04-02
9127963D9,CMB,102-Day,2020-04-02
9127962L2,CMB,39-Day,2020-04-01
912796WY1,CMB,119-Day,2020-04-01
912796TV1,CMB,42-Day,2020-03-31
9127962U2,CMB,69-Day,2020-03-31
912796UB3,Bill,13-Week,2020-03-30
9127962J7,Bill,26-Week,2020-03-30
912796TT6,CMB,37-Day,2020-03-30
9127962D0,Bill,4-Week,2020-03-26
9127962N8,Bill,8-Week,2020-03-26
912828ZE3,Note,7-Year,2020-03-26
912828ZF0,Note,5-Year,2020-03-25
912828Z45,FRN Note,1-Year 10-Month,2020-03-25
912828ZG8,Note,2-Year,2020-03-24
9127962F5,Bill,52-Week,2020-03-24
912796UA5,Bill,13-Week,2020-03-23
9127962H1,Bill,26-Week,2020-03-23
912828Z37,TIPS Note,9-Year 10-Month,2020-03-19
9127962C2,Bill,4-Week,2020-03-19
9127962M0,Bill,8-Week,2020-03-19
912796TZ2,CMB,79-Day,2020-03-19
912796SV2,Bill,13-Week,2020-03-16
9127962G3,Bill,26-Week,2020-03-16
9127962B4,Bill,4-Week,2020-03-12
9127962L2,Bill,8-Week,2020-03-12
912810SL3,Bond,29-Year 11-Month,2020-03-12
912828Z94,Note,9-Year 11-Month,2020-03-11
912828ZD5,Note,3-Year,2020-03-10
912796TZ2,Bill,13-Week,2020-03-09
912796TJ8,Bill,26-Week,2020-03-09
9127962A6,Bill,4-Week,2020-03-05
9127962K4,Bill,8-Week,2020-03-05
912796TX7,Bill,13-Week,2020-03-02
912796XH7,Bill,26-Week,2020-03-02
912796XD6,Bill,4-Week,2020-02-27
9127962D0,Bill,8-Week,2020-02-27
912828ZB9,Note,7-Year,2020-02-27
912828ZC7,Note,5-Year,2020-02-26
912828Z45,FRN Note,1-Year 11-Month,2020-02-26
912828ZA1,Note,2-Year,2020-02-25
912796XE4,Bill,52-Week,2020-02-25
912796TW9,Bill,13-Week,2020-02-24
912796XG9,Bill,26-Week,2020-02-24
912810SM1,TIPS Bond,30-Year,2020-02-20
912796XC8,Bill,4-Week,2020-02-20
9127962C2,Bill,8-Week,2020-02-20
912796TK5,CMB,21-Day,2020-02-18
912796SR1,Bill,13-Week,2020-02-18
912796XF1,Bill,26-Week,2020-02-18
912796XB0,Bill,4-Week,2020-02-13
9127962B4,Bill,8-Week,2020-02-13
912810SL3,Bond,30-Year,2020-02-13
912828Z94,Note,10-Year,2020-02-12
912828Z86,Note,3-Year,2020-02-11
912796TQ2,CMB,56-Day,2020-02-11
912796TV1,Bill,13-Week,2020-02-10
912796TD1,Bill,26-Week,2020-02-10
912796XA2,Bill,4-Week,2020-02-06
9127962A6,Bill,8-Week,2020-02-06
912796TT6,Bill,13-Week,2020-02-03
912796WZ8,Bill,26-Week,2020-02-03
912796WV7,Bill,4-Week,2020-01-30
912796XD6,Bill,8-Week,2020-01-30
912828Z45,FRN Note,2-Year,2020-01-28
912828Z78,Note,7-Year,2020-01-28
912796UC1,Bill,52-Week,2020-01-28
912828Z60,Note,2-Year,2020-01-27
912828Z52,Note,5-Year,2020-01-27
912796TS8,Bill,13-Week,2020-01-27
912796WY1,Bill,26-Week,2020-01-27
912828Z37,TIPS Note,10-Year,2020-01-23
912796WU9,Bill,4-Week,2020-01-23
912796XC8,Bill,8-Week,2020-01-23
912796SM2,Bill,13-Week,2020-01-21
912796WX3,Bill,26-Week,2020-01-21
912796WT2,Bill,4-Week,2020-01-16
912796XB0,Bill,8-Week,2020-01-16
912796TR0,Bill,13-Week,2020-01-13
912796SZ3,Bill,26-Week,2020-01-13
912810SK5,Bond,29-Year 10-Month,2020-01-09
912796WS4,Bill,4-Week,2020-01-09
912796XA2,Bill,8-Week,2020-01-09
912828YS3,Note,9-Year 10-Month,2020-01-08
912828Z29,Note,3-Year,2020-01-07
912796TQ2,Bill,13-Week,2020-01-06
912796WW5,Bill,26-Week,2020-01-06
912796WR6,Bill,4-Week,2020-01-02
912796WV7,Bill,8-Week,2020-01-02
912796TM1,Bill,13-Week,2019-12-30
912796UB3,Bill,26-Week,2019-12-30
912796TY5,Bill,52-Week,2019-12-30
912796WQ8,Bill,4-Week,2019-12-26
912796WU9,Bill,8-Week,2019-12-26
912828YX2,Note,7-Year,2019-12-26
912828YY0,Note,5-Year,2019-12-24
912828YZ7,Note,2-Year,2019-12-23
912796SH3,Bill,13-Week,2019-12-23
912796UA5,Bill,26-Week,2019-12-23
912828YL8,TIPS Note,4-Year 10-Month,2019-12-19
912796WP0,Bill,4-Week,2019-12-19
912796WT2,Bill,8-Week,2019-12-19
912828YN4,FRN Note,1-Year 10-Month,2019-12-18
912796TL3,Bill,13-Week,2019-12-16
912796SV2,Bill,26-Week,2019-12-16
912796WN5,Bill,4-Week,2019-12-12
912796WS4,Bill,8-Week,2019-12-12
912810SK5,Bond,29-Year 11-Month,2019-12-12
912828YS3,Note,9-Year 11-Month,2019-12-10
912828YW4,Note,3-Year,2019-12-09
912796TK5,Bill,13-Week,2019-12-09
912796TZ2,Bill,26-Week,2019-12-09
912828YN4,FRN Note,1-Year 11-Month,2019-12-06
912796WM7,Bill,4-Week,2019-12-05
912796WR6,Bill,8-Week,2019-12-05
912796TU3,Bill,52-Week,2019-12-03
912796TH2,Bill,13-Week,2019-12-02
912796TX7,Bill,26-Week,2019-12-02
912796WL9,Bill,4-Week,2019-11-27
912796WQ8,Bill,8-Week,2019-11-27
912828YU8,Note,7-Year,2019-11-27
912828YV6,Note,5-Year,2019-11-26
912828YN4,FRN Note,1-Year 11-Month,2019-11-26
912828YT1,Note,2-Year,2019-11-25
912796SD2,Bill,13-Week,2019-11-25
912796TW9,Bill,26-Week,2019-11-25
9128287D6,TIPS Note,9-Year 8-Month,2019-11-21
912796WK1,Bill,4-Week,2019-11-21
912796WP0,Bill,8-Week,2019-11-21
912796SW0,CMB,16-Day,2019-11-20
912796TG4,Bill,13-Week,2019-11-18
912796SR1,Bill,26-Week,2019-11-18
912796WJ4,Bill,4-Week,2019-11-14
912796WN5,Bill,8-Week,2019-11-14
912796TF6,Bill,13-Week,2019-11-12
912796TV1,Bill,26-Week,2019-11-12
912810SK5,Bond,30-Year,2019-11-07
912796WH8,Bill,4-Week,2019-11-07
912796WM7,Bill,8-Week,2019-11-07
912828YS3,Note,10-Year,2019-11-06
912828TY6,Note,3-Year,2019-11-05
912796TP4,Bill,52-Week,2019-11-05
912796TE9,Bill,13-Week,2019-11-04
912796TT6,Bill,26-Week,2019-11-04
912796WG0,Bill,4-Week,2019-10-31
912796WL9,Bill,8-Week,2019-10-31
912796RY7,Bill,13-Week,2019-10-28
912796TS8,Bill,26-Week,2019-10-28
912828YQ7,Note,7-Year,2019-10-24
912796WF2,Bill,4-Week,2019-10-24
912796WK1,Bill,8-Week,2019-10-24
912828YN4,FRN Note,2-Year,2019-10-23
912828YM6,Note,5-Year,2019-10-23
912828YP9,Note,2-Year,2019-10-22
912796TC3,Bill,13-Week,2019-10-21
912796SM2,Bill,26-Week,2019-10-21
912828YL8,TIPS Note,5-Year,2019-10-17
912796WE5,Bill,4-Week,2019-10-17
912796WJ4,Bill,8-Week,2019-10-17
912796TB5,Bill,13-Week,2019-10-15
912796TR0,Bill,26-Week,2019-10-15
912796WD7,Bill,4-Week,2019-10-10
912796WH8,Bill,8-Week,2019-10-10
912810SJ8,Bond,29-Year 10-Month,2019-10-10
912828YB0,Note,9-Year 10-Month,2019-10-09
912828YK0,Note,3-Year,2019-10-08
912796TN9,Bill,52-Week,2019-10-08
912796TA7,Bill,13-Week,2019-10-07
912796TQ2,Bill,26-Week,2019-10-07
912796WC9,Bill,4-Week,2019-10-03
912796WG0,Bill,8-Week,2019-10-03
912796RT8,Bill,13-Week,2019-09-30
912796TM1,Bill,26-Week,2019-09-30
912796WB1,Bill,4-Week,2019-09-26
912796WF2,Bill,8-Week,2019-09-26
912828YG9,Note,7-Year,2019-09-26
912828YH7,Note,5-Year,2019-09-25
9128287G9,FRN Note,1-Year 10-Month,2019-09-25
912828YJ3,Note,2-Year,2019-09-24
912796SY6,Bill,13-Week,2019-09-23
912796SH3,Bill,26-Week,2019-09-23
9128287D6,TIPS Note,9-Year 10-Month,2019-09-19
912796WA3,Bill,4-Week,2019-09-19
912796WE5,Bill,8-Week,2019-09-19
912796SX8,Bill,13-Week,2019-09-16
912796TL3,Bill,26-Week,2019-09-16
912796VZ9,Bill,4-Week,2019-09-12
912796WD7,Bill,8-Week,2019-09-12
912810SJ8,Bond,29-Year 11-Month,2019-09-12
912828YB0,Note,9-Year 11-Month,2019-09-11
912828YF1,Note,3-Year,2019-09-10
912796TJ8,Bill,52-Week,2019-09-10
912796SW0,Bill,13-Week,2019-09-09
912796TK5,Bill,26-Week,2019-09-09
912796VY2,Bill,4-Week,2019-09-05
912796WC9,Bill,8-Week,2019-09-05
912796RN1,Bill,13-Week,2019-09-03
912796TH2,Bill,26-Week,2019-09-03
912796VX4,Bill,4-Week,2019-08-29
912796WB1,Bill,8-Week,2019-08-29
912828YD6,Note,7-Year,2019-08-29
912828YE4,Note,5-Year,2019-08-28
9128287G9,FRN Note,1-Year 11-Month,2019-08-28
912828YC8,Note,2-Year,2019-08-27
912796SU4,Bill,13-Week,2019-08-26
912796SD2,Bill,26-Week,2019-08-26
912810SG4,TIPS Bond,29-Year 6-Month,2019-08-22
912796VW6,Bill,4-Week,2019-08-22
912796WA3,Bill,8-Week,2019-08-22
912796ST7,Bill,13-Week,2019-08-19
912796TG4,Bill,26-Week,2019-08-19
912796VV8,Bill,4-Week,2019-08-15
912796VZ9,Bill,8-Week,2019-08-15
912796TD1,Bill,52-Week,2019-08-13
912796SS9,Bill,13-Week,2019-08-12
912796TF6,Bill,26-Week,2019-08-12
912810SJ8,Bond,30-Year,2019-08-08
912796VU0,Bill,4-Week,2019-08-08
912796VY2,Bill,8-Week,2019-08-08
912828YB0,Note,10-Year,2019-08-07
912828YA2,Note,3-Year,2019-08-06
912796RM3,Bill,13-Week,2019-08-05
912796TE9,Bill,26-Week,2019-08-05
912796VT3,Bill,4-Week,2019-08-01
912796VX4,Bill,8-Week,2019-08-01
912796XK0,CMB,45-Day,2019-08-01
912796SQ3,Bill,13-Week,2019-07-29
912796RY7,Bill,26-Week,2019-07-29
912828Y95,Note,7-Year,2019-07-25
912796VS5,Bill,4-Week,2019-07-25
912796VW6,Bill,8-Week,2019-07-25
9128287G9,FRN Note,2-Year,2019-07-24
912828Y87,Note,5-Year,2019-07-24
9128287F1,Note,2-Year,2019-07-23
912796SP5,Bill,13-Week,2019-07-22
912796TC3,Bill,26-Week,2019-07-22
9128287D6,TIPS Note,10-Year,2019-07-18
912796VR7,Bill,4-Week,2019-07-18
912796VV8,Bill,8-Week,2019-07-18
912796SZ3,Bill,52-Week,2019-07-16
912796SN0,Bill,13-Week,2019-07-15
912796TB5,Bill,26-Week,2019-07-15
912796VQ9,Bill,4-Week,2019-07-11
912796VU0,Bill,8-Week,2019-07-11
912810SH2,Bond,29-Year 10-Month,2019-07-11
9128286T2,Note,9-Year 10-Month,2019-07-10
9128287C8,Note,3-Year,2019-07-09
912796RF8,Bill,13-Week,2019-07-08
912796TA7,Bill,26-Week,2019-07-08
912796VP1,Bill,4-Week,2019-07-03
912796VT3,Bill,8-Week,2019-07-03
912796SL4,Bill,13-Week,2019-07-01
912796RT8,Bill,26-Week,2019-07-01
912796VN6,Bill,4-Week,2019-06-27
912796VS5,Bill,8-Week,2019-06-27
9128287B0,Note,7-Year,2019-06-27
9128286Z8,Note,5-Year,2019-06-26
9128286Q8,FRN Note,1-Year 10-Month,2019-06-26
9128287A2,Note,2-Year,2019-06-25
912796SK6,Bill,13-Week,2019-06-24
912796SY6,Bill,26-Week,2019-06-24
9128286T2,Note,9-Year 11-Month,2019-06-21
9128286N5,TIPS Note,4-Year 10-Month,2019-06-20
912796VM8,Bill,4-Week,2019-06-20
912796VR7,Bill,8-Week,2019-06-20
912796SV2,Bill,52-Week,2019-06-18
912796SJ9,Bill,13-Week,2019-06-17
912796SX8,Bill,26-Week,2019-06-17
912796VL0,Bill,4-Week,2019-06-13
912796VQ9,Bill,8-Week,2019-06-13
912810SH2,Bond,29-Year 11-Month,2019-06-13
9128286T2,Note,9-Year 11-Month,2019-06-12
9128286Y1,Note,3-Year,2019-06-11
912796RA9,Bill,13-Week,2019-06-10
912796SW0,Bill,26-Week,2019-06-10
912796VK2,Bill,4-Week,2019-06-06
912796VP1,Bill,8-Week,2019-06-06
912796SG5,Bill,13-Week,2019-06-03
912796RN1,Bill,26-Week,2019-06-03
